title|url|sentence|label
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|I no longer own the v1, I sold it.|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"data-success=\"Embed code HTML copied to clipboard.\" class=\"\">"|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|The Astro and Aircat [not shown] are both great. I have both, I used the Aircat over the summer to do a clutch job. If you don't have one of these I'd buy one. Astro 1834 I used that as well a few times on the clutch job. Big time savers.|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"Reactions:
The Critic and JeffKeryk"|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|" data-success="Embed code HTML copied to clipboard." class="">|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"Looking to do a rear main seal on an 11 MDX, do I need any of these air tool? and which one?
I have the battery Makita XWT08Z, M12 stubby, Dewalt DCF902F2."|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|" data-success="Embed code HTML copied to clipboard." class="">|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|My air hasnt seen any use since I got my 3/8 Ridgid stubby 3/8 electric. I use that thing all day every day|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"Reactions:"|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|Hyundai Respecter, c502cid and AutoMechanic|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|" data-success=\"Embed code HTML copied to clipboard.\" class=\"\">"|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"Timmastertech said:

My air hasnt seen any use since I got my 3/8 Ridgid stubby 3/8 electric. I use that thing all day every day

Most stubby pneumatic impacts will still be lighter, stronger and shorter than that gun."|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"Reactions:
JHZR2, D60 and demarpaint"|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|" data-success=\"Embed code HTML copied to clipboard.\" class=\"\">"|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"
1AC145E7-4518-434B-AFE6-E5A40054CB4C.webp The Critic · Jan 7, 2023 at 12:47 AM\"\>66DA0B59-DA6B-4595-950B-82348C961DBB.webp The Critic · Jan 7, 2023 at 12:47 AM\"\> Next to a M12 stubby: 1F8FD8CC-B871-4478-961D-6B1B3882D3D5.webp The Critic · Jan 7, 2023 at 12:47 AM\"\>"|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"Haven’t used it much, but it takes off my truck’s lug nuts as easily as my 2235timax. At least with 140psi and a Milton high flow fitting. Two ugga duggas on setting 2 re-tightened the same lug nut to over 130 ft lbs. 

And it’s definitely on the loud side."|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|Reactions:|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|JHZR2, Hyundai Respecter, demarpaint and 2 others|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|" data-success="Embed code HTML copied to clipboard." class="">|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"Been running one of these as my front line impact for 4-5 years now. Absolutely love the thing. I have an IR2235 as a backup for anything it won't move which is rare. If it failed today I'll be at HF tomorrow for another. 
Earthquake 1/2\" Stubby MA, Mittelfranken.de"|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|" data-success="Embed code HTML copied to clipboard." class="">|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|I bought this one somewhere around 5 years ago and used it a lot, never a problem, plenty of power and a nice trigger action. Pic is when I bought it, it doesnt look like that anymore. When it dies I will get another.|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|Trav · Jan 7, 2023 at 7:57 PM">|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"Reactions:
Sam_Julier, Astro14, GON and 3 others"|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|" data-success="Embed code HTML copied to clipboard." class="">|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"
I found this interesting, I don't know anyone who owns one. Astro Tools 1831 ONYX 3/8" Palm Impact Wrench - 445ft/lb"|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"Reactions:
Hyundai Respecter

MA, Mittelfranken.de"|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|" data-success="Embed code HTML copied to clipboard." class="">|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"
I have not seen that before but it looks a bit cumbersome."|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|" data-success="Embed code HTML copied to clipboard." class="">|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|The Nano flex head has been on my wish list for quite some time. Seems like it'd be awesome for Triton plugs under the cowl |1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|20230108_124347.webp|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|D60 · Jan 8, 2023 at 2:44 PM">|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"Reactions:
demarpaint"|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|" data-success="Embed code HTML copied to clipboard." class="">|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"The Nano flex head has been on my wish list for quite some time. Seems like it'd be awesome for Triton plugs under the cowl View attachment 134617

Go for it, you'll be glad you did."|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"Reactions:
Trav and D60"|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|" data-success="Embed code HTML copied to clipboard." class="">|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"Go for it, you'll be glad you did.

TTC testing shows those wrenches to be pretty weak. Not sure if they’ll be good for much more than spark plugs or a bracket bolt. 

IIRC, @atikovi had one and was unimpressed.

MA, Mittelfranken.de"|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|" data-success="Embed code HTML copied to clipboard." class="">|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"The Nano flex head has been on my wish list for quite some time. Seems like it'd be awesome for Triton plugs under the cowl View attachment 134617

I have the occasional need to use this one and it has always done good by me. It is far more capable than a bracket bolt or a spark plug, doing an old rotted in ball joint old Subaru without a lift is a PITA once the removal tool is installed there is very little clearance. This was the only tool that would fit and it took it right out. It is not a replacement for a regular impact gun but it definitely has its place."|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"Reactions:
Sam_Julier and D60"|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|" data-success="Embed code HTML copied to clipboard." class="">|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"TTC testing shows those wrenches to be pretty weak. Not sure if they’ll be good for much more than spark plugs or a bracket bolt.

IIRC, @atikovi had one and was unimpressed.

@Trav has used his a lot more than I've used mine, but it hasn't let me down yet. It had no problem removing starter bolts, and doing a recent brake and rotor job for a friend. I used the Aircat for the clutch, job but I'm sure it would have been up to the task for that too. Like anything tools, there are several options, this shines when you need something with a flex-head."|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|" data-success="Embed code HTML copied to clipboard." class="">|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"I have the occasional need to use this one and it has always done good by me. It is far more capable than a bracket bolt or a spark plug, doing an old rotted in ball joint old Subaru without a lift is a PITA once the removal tool is installed there is very little clearance. This was the only tool that would fit and it took it right out. It is not a replacement for a regular impact gun but it definitely has its place.

Not sure if I agree, but to each their own. Most of those use cases do not require an impact; you can just break the fastener loose with a long 1/2” ratchet and zip out the bolts using a small cordless or pneumatic ratchet. 

As for the ball joint tool, all of the ones I have ever used say to never use with an impact. 

MA, Mittelfranken.de"|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|" data-success="Embed code HTML copied to clipboard." class="">|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"Do you even own one? You need to come work up here for a few years and see how far that technique gets you, an impact will remove bolts that would otherwise just break off. This not So Cal where a wrench will loosen almost anything.
As far as the ball joint tool goes it is made for use with an impact. When you use a wrench on the Astro remover the pins tend to break but no so with an impact. The Astro is as good or better than the one from Snap on and most of the others, I have owned and used most of them.

Look at the product info.

Subaru Ball Joint Puller | Astro Pneumatic Tools

For difficult to remove, seized, rusted and/or corroded bolt-in Subaru ball joints Designed for easy use with vehicle on jack stands using a deep 24mm socke ..."|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"Reactions:
Sam_Julier"|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|" data-success="Embed code HTML copied to clipboard." class="">|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"Do you even own one? You need to come work up here for a few years and see how far that technique gets you, an impact will remove bolts that would otherwise just break off. This not So Cal where a wrench will loosen almost anything.
As far as the ball joint tool goes it is made for use with an impact. When you use a wrench on the Astro remover the pins tend to break but no so with an impact. The Astro is as good or better than the one from Snap on and most of the others, I have owned and used most of them.

Look at the product info.

Subaru Ball Joint Puller | Astro Pneumatic Tools

For difficult to remove, seized, rusted and/or corroded bolt-in Subaru ball joints Designed for easy use with vehicle on jack stands using a deep 24mm socke ...

Never used that type of remover. Then again, we don’t get rust down here and I also do not see many Subarus. 

All of the Subaru’s I have done…the BJ came out without requiring that tool.

Anyway, if the flex right angle impact works for you, I’m glad that someone came up with a solution to a problem you have. But it is clear that this type of tool is not very popular and mechanics lived without it for a long time, so I’m not convinced that it is suddenly a necessity….especially at the low output it delivers."|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|You must log in or register to reply here.|0
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|Milwaukee M12 12" Stubby Impact Wrench|1
Stubby Pneumatic Impact Wrench|https://bobistheoilguy.com/forums/threads/stubby-pneumatic-impact-wrench.363873/|"Donald
Oct 26, 2024

corded impact wrench

terry274
Jul 15, 2023

Impact Wrench Grease

Superintelligence will trigger a 10x surge in scientific AI breakthroughs?

JeffKeryk
Dec 25, 2024

General and Off Topic

Impact wrench questions

Lubrication and General Automotive

Community platform by XenForo® © 2010-2025 XenForo Ltd.
&nbsp; - &nbsp; BOB IS THE OIL GUY®"|0
Native American Hat Baskets|https://ciscosgallery.com/collections/native-american-hat-baskets|Native American Hat Baskets|1
Native American Hat Baskets|https://ciscosgallery.com/collections/native-american-hat-baskets|- Hupa/Yurok Hat BasketSKU: AJ1922Hupa/Yurok hat basket with geometric design. 7”D x 3 ¼”H. Collected Humbolt County, California. Same family for two generations. PERIOD: Early 20th CenturyORIGIN: California - Hupa, Native AmericanSIZE: 7”D x 3 ¼”H.$2,200|1
Native American Hat Baskets|https://ciscosgallery.com/collections/native-american-hat-baskets|- Hupa Hat BasketSKU: AJ0284Hupa hat basket; 3 1/4" x 6" PERIOD: Early 20th CenturyORIGIN: California - Hupa, Native AmericanSIZE: 3 1/4" x 6"$2,200|1
Native American Hat Baskets|https://ciscosgallery.com/collections/native-american-hat-baskets|- Yurok BasketSKU: AH1245Yurok polychrome basket. PERIOD: Early 20th CenturyORIGIN: California - Yurok, Native AmericanSIZE: 5 1/2" x3 3/4"$1,700|1
Native American Hat Baskets|https://ciscosgallery.com/collections/native-american-hat-baskets|- Hupa/Yurok Hat BasketSKU: AJ0563Hupa/Yurok hat basket. PERIOD: Early 20th CenturyORIGIN: California - Hupa, Native AmericanSIZE: 6"D x 3 1/4"$2,200|1
Native American Hat Baskets|https://ciscosgallery.com/collections/native-american-hat-baskets|- Hupa Hat BasketSKU: AG2060Hupa hat basket. PERIOD: Early 20th CenturyORIGIN: California - Hupa, Native AmericanSIZE: 3 1/2" x 6"$1,500|1
Native American Hat Baskets|https://ciscosgallery.com/collections/native-american-hat-baskets|- Hupa/Yurok Hat BasketSKU: AH0819Hupa/Yurok hat basket with layered black sawtooth bands crossed by zigzag striping. PERIOD: Early 20th CenturyORIGIN: California - Hupa, Native AmericanSIZE: 6"D x 4 1/4"H$1,700|1
Native American Hat Baskets|https://ciscosgallery.com/collections/native-american-hat-baskets|- Hupa Child's Hat BasketSKU: AF1833Hupa child's hat basket with open galleried rim. 3 1/4"H x 5 1/2"D PERIOD: UnknownORIGIN: California - Hupa, Native AmericanSIZE: 3 1/4"H x 5 1/2"D$900|1
Native American Hat Baskets|https://ciscosgallery.com/collections/native-american-hat-baskets|- Klamath Hat BasketSKU: J2623Klamath hat basket with geometric design, twine center. Old museum number attached. PERIOD: Early 20th CenturyORIGIN: California - Klamath, Native AmericanSIZE: 7" x 4"H$700|1
Native American Hat Baskets|https://ciscosgallery.com/collections/native-american-hat-baskets|- Klamath Hat BasketSKU: J2619Fine weave with banded design. Old museum number. PERIOD: Late 19th Century ORIGIN: California - Klamath, Native AmericanSIZE: 6" x 7"$700|1
Native American Hat Baskets|https://ciscosgallery.com/collections/native-american-hat-baskets|- Modoc Hat BasketSKU: Z255Geometric design with yellow bird quill accents and twine center. PERIOD: Late 19th Century ORIGIN: California, United StatesSIZE: 7" x 4 1/2"$1,500|1
Native American Hat Baskets|https://ciscosgallery.com/collections/native-american-hat-baskets|- Klamath Hat BasketSKU: L2287Polychrome Klamath hat basket. 7" x 4 1/2" PERIOD: Late 19th Century ORIGIN: California - Klamath, Native AmericanSIZE: 7" x 4 1/2"$550|1
Native American Hat Baskets|https://ciscosgallery.com/collections/native-american-hat-baskets|- Klamath Hat BasketSKU: J988Klamath hat basket. Old collectors number. 5" x 7" PERIOD: Late 19th Century ORIGIN: California - Klamath, Native AmericanSIZE: 5" x 7"$700|1
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Manage privacy preferences|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|We and our vendors use cookies and similar methods to recognize visitors and remember their preferences, for analytics, to measure our marketing effectiveness and to target and measure the effectiveness of ads, among other things. To learn more about these methods, view our Cookie Policy and Privacy Policy. By clicking ‘Accept all,’ you consent to the processing of your data by us and our vendors using the above methods. You can always change your preferences by clicking on Manage Privacy Preferences in our website footer or in your app Privacy Settings. Your preferences here are unrelated to Apple’s App Tracking Transparency Framework.|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Vendors using consent 308|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Vendors using legitimate interest 76|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Precise geolocation data, and identification through device scanning|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Precise geolocation and information about device characteristics can be used.|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Personalised advertising, advertising measurement, audience research and services development|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Advertising can be personalised based on your profile. Your activity on this service can be used to build or improve a profile about you for personalised advertising. Advertising performance can be measured. Reports can be generated based on your activity and those of others. Your activity on this service can help develop and improve products and services.|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|PurposesUse limited data to select advertisingCreate profiles for personalised advertisingUse profiles to select personalised advertisingMeasure advertising performanceUnderstand audiences through statistics or combinations of data from different sourcesDevelop and improve services|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Store and/or access information on a device|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Cookies, device or similar online identifiers (e.g. login-based identifiers, randomly assigned identifiers, network based identifiers) together with other information (e.g. browser type and information, language, screen size, supported technologies etc.) can be stored or read on your device to recognise it each time it connects to an app or to a website, for one or several of the purposes presented here.|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Reject allAccept all|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Manage Privacy Preferences|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|We and our vendors use cookies and similar methods (“Cookies”) to recognize visitors and remember their preferences. We also use them for a variety of purposes, including analytics, to measure marketing effectiveness and to target and measure the effectiveness of ads. You can accept or reject the use of Cookies for individual purposes below. If you previously accepted these methods through our prior banner, then we will use your data for targeting. Your preferences here are unrelated to Apple’s App Tracking Transparency Framework.|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|PurposesFeaturesVendors|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Below, you will find a list of the purposes and special features for which your data is being processed. You may exercise your rights for specific purposes, based on consent or legitimate interest, using the toggles below.|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|ConsentLegitimate interest|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Store and/or access information on a device|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Cookies, device or similar online identifiers (e.g. login-based identifiers, randomly assigned identifiers, network based identifiers) together with other information (e.g. browser type and information, language, screen size, supported technologies etc.) can be stored or read on your device to recognise it each time it connects to an app or to a website, for one or several of the purposes presented here.|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Most purposes explained in this notice rely on the storage or accessing of information from your device when you use an app or visit a website. For example, a vendor or publisher might need to store a cookie on your device during your first visit on a website, to be able to recognise your device during your next visits (by accessing this cookie each time).|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Vendors170 vendor(s)6senseA.MobADventoriAarkiAcuityAdsAdElement Media SolutionsAdGearAdKernelAdSpirit AdServerAdTheorent|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Use limited data to select advertising|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Advertising presented to you on this service can be based on limited data, such as the website or app you are using, your non-precise location, your device type or which content you are (or have been) interacting with (for example, to limit the number of times an ad is presented to you).|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|A car manufacturer wants to promote its electric vehicles to environmentally conscious users living in the city after office hours. The advertising is presented on a page with related content (such as an article on climate change actions) after 6:30 p.m. to users whose non-precise location suggests that they are in an urban zone.|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|A large producer of watercolour paints wants to carry out an online advertising campaign for its latest watercolour range, diversifying its audience to reach as many amateur and professional artists as possible and avoiding showing the ad next to mismatched content (for instance, articles about how to paint your house). The number of times that the ad has been presented to you is detected and limited, to avoid presenting it too often.|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Vendors41 vendor(s)6senseAcuityAdsAdGearAdKernelAdformAdvanced storeAmazon Ad ServerAppierAudienceProjectBannernow|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Create profiles for personalised advertising|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Information about your activity on this service (such as forms you submit, content you look at) can be stored and combined with other information about you (for example, information from your previous activity on this service and other websites or apps) or similar users. This is then used to build or improve a profile about you (that might include possible interests and personal aspects). Your profile can be used (also later) to present advertising that appears more relevant based on your possible interests by this and other entities.|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|If you read several articles about the best bike accessories to buy, this information could be used to create a profile about your interest in bike accessories. Such a profile may be used or improved later on, on the same or a different website or app to present you with advertising for a particular bike accessory brand. If you also look at a configurator for a vehicle on a luxury car manufacturer website, this information could be combined with your interest in bikes to refine your profile and make an assumption that you are interested in luxury cycling gear.|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|An apparel company wishes to promote its new line of high-end baby clothes. It gets in touch with an agency that has a network of clients with high income customers (such as high-end supermarkets) and asks the agency to create profiles of young parents or couples who can be assumed to be wealthy and to have a new child, so that these can later be used to present advertising within partner apps based on those profiles.|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Vendors128 vendor(s)6senseA.MobAarkiAcuityAdsAdElement Media SolutionsAdGearAdKernelAdSpirit AdServerAdTheorentAdTiming|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Use profiles to select personalised advertising|0
Our Best Dessert Recipes|https://cooking.nytimes.com/topics/desserts|Advertising presented to you on this service can be based on your advertising profiles, which can reflect your activity on this service or other websites or apps (like the forms you submit, content you look at), possible interests and personal aspects.|0
