title|url|sentence|label
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|:root {|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-fuchsia200: #f5d0fe;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-fuchsia300: #f0abfc;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-fuchsia400: #e879f9;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-fuchsia500: #d946ef;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-fuchsia600: #c026d3;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-fuchsia700: #a21caf;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-fuchsia800: #86198f;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-fuchsia900: #701a75;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-purple50: #faf5ff;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-purple100: #f3e8ff;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-purple200: #e9d5ff;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-purple300: #d8b4fe;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-purple400: #c084fc;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-purple500: #a855f7;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-purple600: #9333ea;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-purple700: #7e22ce;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-purple800: #6b21a8;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-purple900: #581c87;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-violet50: #f5f3ff;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-violet100: #ede9fe;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-violet200: #ddd6fe;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-violet300: #c4b5fd;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-violet400: #a78bfa;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-violet500: #8b5cf6;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-violet600: #7c3aed;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-violet700: #6d28d9;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-violet800: #5b21b6;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-violet900: #4c1d95;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-indigo50: #eef2ff;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-indigo100: #e0e7ff;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-indigo200: #c7d2fe;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-indigo300: #a5b4fc;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-indigo400: #818cf8;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-indigo500: #6366f1;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-indigo600: #4f46e5;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-indigo700: #4338ca;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-indigo800: #3730a3;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-indigo900: #312e81;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-blue50: #eff6ff;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-blue100: #dbeafe;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-blue200: #bfdbfe;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-blue300: #93c5fd;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-blue400: #60a5fa;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-blue500: #3b82f6;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-blue600: #2563eb;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-blue700: #1d4ed8;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-blue800: #1e40af;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-blue900: #1e3a8a;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lightBlue50: #f0f9ff;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lightBlue100: #e0f2fe;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lightBlue200: #bae6fd;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lightBlue300: #7dd3fc ;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lightBlue400: #38bdf8;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lightBlue500: #0ea5e9;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lightBlue600: #0284c7;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lightBlue700: #0369a1;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lightBlue800: #075985;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lightBlue900: #0c4a6e;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-darkBlue50: #dbf4ff;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-darkBlue100: #addbff;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-darkBlue200: #7cc2ff;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-darkBlue300: #4aa9ff;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-darkBlue400: #1a91ff;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-darkBlue500: #0077e6;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-darkBlue600: #005db4;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-darkBlue700: #004282;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-darkBlue800: #002851;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-darkBlue900: #000e21;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-cyan50: #ecfeff;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-cyan100: #cffafe;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-cyan200: #a5f3fc;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-cyan300: #67e8f9;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-cyan400: #22d3ee;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-cyan500: #06b6d4;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-cyan600: #0891b2;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-cyan700: #0e7490;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-cyan800: #155e75;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-cyan900: #164e63;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-teal50: #f0fdfa;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-teal100: #ccfbf1;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-teal200: #99f6e4;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-teal300: #5eead4;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-teal400: #2dd4bf;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-teal500: #14b8a6;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-teal600: #0d9488;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-teal700: #0f766e;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-teal800: #115e59;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-teal900: #134e4a;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-emerald50: #ecfdf5;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-emerald100: #d1fae5;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-emerald200: #a7f3d0;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-emerald300: #6ee7b7;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-emerald400: #34d399;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-emerald500: #10b981;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-emerald600: #059669;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-emerald700: #047857;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-emerald800: #065f46;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-emerald900: #064e3b;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-green50: #f0fdf4;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-green100: #dcfce7;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-green200: #bbf7d0;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-green300: #86efac;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-green400: #4ade80;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-green500: #22c55e;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-green600: #16a34a;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-green700: #15803d;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-green800: #166534;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-green900: #14532d;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lime50: #f7fee7;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lime100: #ecfccb;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lime200: #d9f99d;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lime300: #bef264;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lime400: #a3e635;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lime500: #84cc16;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lime600: #65a30d;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lime700: #4d7c0f;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lime800: #3f6212;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-lime900: #365314;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-yellow50: #fefce8;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-yellow100: #fef9c3;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-yellow200: #fef08a;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-yellow300: #fde047;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-yellow400: #facc15;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-yellow500: #eab308;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-yellow600: #ca8a04;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-yellow700: #a16207;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-yellow800: #854d0e;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-yellow900: #713f12;|0
Suspect identified after 7 San Antonio Police officers injured in late-night shootout|https://news4sanantonio.com/news/local/four-san-antonio-police-officers-shot-in-stone-oak-shooting|--colors-amber50: #fffbeb;|0
